pca_features,Cluster,pca_x,pca_y,Cluster_Name
"[1.966521060007441,0.5203281065279567]",0,1.966521060007441,0.5203281065279567,Leaky bucket
"[0.07411864605223863,1.088067951328279]",1,0.07411864605223863,1.088067951328279,Need attention
"[-1.4178727479257707,-0.6236450655396316]",3,-1.4178727479257707,-0.6236450655396316,Stars
"[-0.49643536171146085,-1.489257659971799]",3,-0.49643536171146085,-1.489257659971799,Stars
"[-1.0559390789496792,0.03920598205893038]",1,-1.0559390789496792,0.03920598205893038,Need attention
"[-0.8915491665018176,0.655327483102706]",1,-0.8915491665018176,0.655327483102706,Need attention
"[-1.4905475991743342,1.444823278906133]",1,-1.4905475991743342,1.444823278906133,Need attention
"[1.4972163111913392,-0.2891733191092132]",0,1.4972163111913392,-0.2891733191092132,Leaky bucket
"[1.403976072334513,1.4310470212207156]",0,1.403976072334513,1.4310470212207156,Leaky bucket
"[-1.5590945515886232,0.698964795144397]",3,-1.5590945515886232,0.698964795144397,Stars
"[-0.7862461125692584,0.8386938037252143]",1,-0.7862461125692584,0.8386938037252143,Need attention
"[-1.8274226816287014,-0.5561758944503126]",3,-1.8274226816287014,-0.5561758944503126,Stars
"[-1.6748068040370931,-0.7879255127267685]",3,-1.6748068040370931,-0.7879255127267685,Stars
"[-0.9715664626433035,-0.10155299043316116]",1,-0.9715664626433035,-0.10155299043316116,Need attention
"[-0.2548317970318675,-0.6261399721454405]",3,-0.2548317970318675,-0.6261399721454405,Stars
"[1.1501830757980098,1.944682124401961]",1,1.1501830757980098,1.944682124401961,Need attention
"[1.1109012444803046,-1.1112164991107607]",0,1.1109012444803046,-1.1112164991107607,Leaky bucket
"[-2.281262242494236,-1.671133436162168]",3,-2.281262242494236,-1.671133436162168,Stars
"[-2.551515055345254,-1.7019876088918497]",3,-2.551515055345254,-1.7019876088918497,Stars
"[1.655883306894555,-0.02471586940501036]",0,1.655883306894555,-0.02471586940501036,Leaky bucket
"[-0.40395674870141973,-0.6591817006663495]",1,-0.40395674870141973,-0.6591817006663495,Need attention
"[1.384510968807863,-1.992227190510375]",0,1.384510968807863,-1.992227190510375,Leaky bucket
"[1.4733161501194354,-0.06151435944569797]",0,1.4733161501194354,-0.06151435944569797,Leaky bucket
"[1.5790743938635208,-0.20379600348150473]",0,1.5790743938635208,-0.20379600348150473,Leaky bucket
"[0.5930902182199791,-0.021189729302810885]",1,0.5930902182199791,-0.021189729302810885,Need attention
"[-0.6238491016158992,0.37034747303030685]",3,-0.6238491016158992,0.37034747303030685,Stars
"[1.1625567621413144,0.510017069074362]",1,1.1625567621413144,0.510017069074362,Need attention
"[1.042274761674864,0.012636166636866036]",0,1.042274761674864,0.012636166636866036,Leaky bucket
"[0.22526671415248078,1.8997512276894446]",1,0.22526671415248078,1.8997512276894446,Need attention
"[-1.490652159157423,1.1068889099971064]",3,-1.490652159157423,1.1068889099971064,Stars
"[0.4542994124479002,1.0174427146360314]",1,0.4542994124479002,1.0174427146360314,Need attention
"[1.1474478235121774,1.0643344225886482]",0,1.1474478235121774,1.0643344225886482,Leaky bucket
"[1.7183157811524137,1.3198561826868616]",0,1.7183157811524137,1.3198561826868616,Leaky bucket
"[1.7861062396016463,0.8273624934041081]",0,1.7861062396016463,0.8273624934041081,Leaky bucket
"[-0.1762359736930682,-0.655966032127921]",1,-0.1762359736930682,-0.655966032127921,Need attention
"[0.6391227850843638,-0.3857267632028427]",0,0.6391227850843638,-0.3857267632028427,Leaky bucket
"[-1.5667273631101506,1.3637648269080267]",1,-1.5667273631101506,1.3637648269080267,Need attention
"[0.5688323206669839,-0.6068241516817574]",0,0.5688323206669839,-0.6068241516817574,Leaky bucket
"[0.5526839569890872,0.5102959699816717]",1,0.5526839569890872,0.5102959699816717,Need attention
"[1.097341490362834,1.566200120244335]",1,1.097341490362834,1.566200120244335,Need attention
"[-1.5297470553144419,-0.7195387521439103]",3,-1.5297470553144419,-0.7195387521439103,Stars
"[-1.553954206919411,0.658485479611753]",1,-1.553954206919411,0.658485479611753,Need attention
"[-1.7268386855636084,1.7398729694663273]",3,-1.7268386855636084,1.7398729694663273,Stars
"[1.811062895979255,0.26300265384223387]",0,1.811062895979255,0.26300265384223387,Leaky bucket
"[0.4992750595822276,0.6025425912720328]",1,0.4992750595822276,0.6025425912720328,Need attention
"[-0.43449856281856153,-0.7509132845169545]",3,-0.43449856281856153,-0.7509132845169545,Stars
"[1.0365494403011606,-1.1888649436590935]",0,1.0365494403011606,-1.1888649436590935,Leaky bucket
"[-1.7471787254561852,-0.45591495543046967]",3,-1.7471787254561852,-0.45591495543046967,Stars
"[-0.9388696162225226,0.12948734716919272]",3,-0.9388696162225226,0.12948734716919272,Stars
"[-1.5352865893733076,-2.116563597246912]",3,-1.5352865893733076,-2.116563597246912,Stars
"[-0.11824602657838226,1.7610326557011717]",1,-0.11824602657838226,1.7610326557011717,Need attention
"[-0.8447579000362875,-1.5553871989973644]",3,-0.8447579000362875,-1.5553871989973644,Stars
"[0.4454015999237809,-1.3658635776954038]",0,0.4454015999237809,-1.3658635776954038,Leaky bucket
"[0.47868693151516795,0.6460024861859738]",1,0.47868693151516795,0.6460024861859738,Need attention
"[-2.367083418373985,0.7312125358223058]",3,-2.367083418373985,0.7312125358223058,Stars
"[0.6436038746321173,-1.0308830150406711]",0,0.6436038746321173,-1.0308830150406711,Leaky bucket
"[1.2256577139749687,0.10064933835949459]",0,1.2256577139749687,0.10064933835949459,Leaky bucket
"[1.6658614424922,0.5329506830539825]",0,1.6658614424922,0.5329506830539825,Leaky bucket
"[-0.5397016204454019,0.5488210499254443]",1,-0.5397016204454019,0.5488210499254443,Need attention
"[1.2849814997230675,1.0890239597148077]",0,1.2849814997230675,1.0890239597148077,Leaky bucket
"[2.049249333936072,-0.4147508199687364]",0,2.049249333936072,-0.4147508199687364,Leaky bucket
"[1.4115910937897977,-0.5888372671540216]",0,1.4115910937897977,-0.5888372671540216,Leaky bucket
"[-1.9416597530601607,-0.9615593575690621]",3,-1.9416597530601607,-0.9615593575690621,Stars
"[-0.7190337830703639,-0.35480744127720015]",3,-0.7190337830703639,-0.35480744127720015,Stars
"[-2.081866809731274,-1.1140622858812885]",3,-2.081866809731274,-1.1140622858812885,Stars
"[0.33897374236169064,2.1881655750735827]",1,0.33897374236169064,2.1881655750735827,Need attention
"[-0.986156264872065,1.9212761488849406]",1,-0.986156264872065,1.9212761488849406,Need attention
"[-0.5044013407351083,1.1038058438100766]",1,-0.5044013407351083,1.1038058438100766,Need attention
"[-0.6182815763790791,-0.056367300383315236]",1,-0.6182815763790791,-0.056367300383315236,Need attention
"[-0.7030839567754167,0.9922952660342674]",1,-0.7030839567754167,0.9922952660342674,Need attention
"[0.6135899359474283,0.3701258202056382]",1,0.6135899359474283,0.3701258202056382,Need attention
"[-1.435869305047886,-0.5691293451926942]",3,-1.435869305047886,-0.5691293451926942,Stars
"[1.976540740352042,-1.7898352016857415]",0,1.976540740352042,-1.7898352016857415,Leaky bucket
"[0.9302799609087773,0.4077772935492063]",1,0.9302799609087773,0.4077772935492063,Need attention
"[1.3852423526150792,1.2354426524159154]",0,1.3852423526150792,1.2354426524159154,Leaky bucket
"[1.0450195613889215,0.2912936637923617]",0,1.0450195613889215,0.2912936637923617,Leaky bucket
"[-2.598721742954459,-2.19439667281232]",3,-2.598721742954459,-2.19439667281232,Stars
"[-0.7051615313937889,0.22352220963308284]",3,-0.7051615313937889,0.22352220963308284,Stars
"[-2.1483050265588983,-0.09985067836810768]",3,-2.1483050265588983,-0.09985067836810768,Stars
"[-0.6843996222094042,0.024227982732883666]",3,-0.6843996222094042,0.024227982732883666,Stars
"[1.0004232431897484,-1.2199953377664172]",0,1.0004232431897484,-1.2199953377664172,Leaky bucket
"[-0.5369889475853723,-1.4452348642454478]",3,-0.5369889475853723,-1.4452348642454478,Stars
"[1.4959047625026505,-1.344117836483111]",0,1.4959047625026505,-1.344117836483111,Leaky bucket
"[1.3669250338456045,-0.19633559002430345]",0,1.3669250338456045,-0.19633559002430345,Leaky bucket
"[0.8865417765633855,-1.5311960096823292]",0,0.8865417765633855,-1.5311960096823292,Leaky bucket
"[0.7299429056559316,1.6998905433508815]",1,0.7299429056559316,1.6998905433508815,Need attention
"[-0.2590502922260549,1.9334598269654155]",1,-0.2590502922260549,1.9334598269654155,Need attention
"[-0.14727507223451158,1.124653786987012]",1,-0.14727507223451158,1.124653786987012,Need attention
"[0.3393068709635183,-1.0022082721447958]",0,0.3393068709635183,-1.0022082721447958,Leaky bucket
"[1.7082844414069198,0.5957699515288082]",0,1.7082844414069198,0.5957699515288082,Leaky bucket
"[-1.251677344710665,-0.5632265672835126]",1,-1.251677344710665,-0.5632265672835126,Need attention
"[-1.919470880849035,0.0831625880984821]",3,-1.919470880849035,0.0831625880984821,Stars
"[0.17047715492063886,0.48115552141891504]",1,0.17047715492063886,0.48115552141891504,Need attention
"[0.629622210778761,0.08836975946099515]",0,0.629622210778761,0.08836975946099515,Leaky bucket
"[0.6162518665908431,0.2227812509593943]",0,0.6162518665908431,0.2227812509593943,Leaky bucket
"[-1.8772732568319366,0.7135795190098593]",3,-1.8772732568319366,0.7135795190098593,Stars
"[1.1136238005308852,0.427751220598522]",1,1.1136238005308852,0.427751220598522,Need attention
"[-2.456195148509453,-0.2842818295184988]",3,-2.456195148509453,-0.2842818295184988,Stars
"[1.869718892887136,0.1497386431796859]",0,1.869718892887136,0.1497386431796859,Leaky bucket
"[-1.3840383716600373,-0.5963703915439063]",3,-1.3840383716600373,-0.5963703915439063,Stars
"[-4.259557837822976,1.103536311487874]",2,-4.259557837822976,1.103536311487874,High potential
"[0.8566222371360335,0.7349583928795087]",1,0.8566222371360335,0.7349583928795087,Need attention
"[-0.39679959123867037,1.2824130304775831]",1,-0.39679959123867037,1.2824130304775831,Need attention
"[0.19568062147640958,0.6825970780533177]",1,0.19568062147640958,0.6825970780533177,Need attention
"[-0.5872644363650698,-0.3081851906424229]",3,-0.5872644363650698,-0.3081851906424229,Stars
"[1.267820613140107,1.456200625860614]",1,1.267820613140107,1.456200625860614,Need attention
"[1.2920699344552458,1.422952305826537]",0,1.2920699344552458,1.422952305826537,Leaky bucket
"[1.636645267080998,-0.4873027565136515]",0,1.636645267080998,-0.4873027565136515,Leaky bucket
"[0.7336184934273294,1.2788486825456635]",1,0.7336184934273294,1.2788486825456635,Need attention
"[0.4233885255311668,1.3923410441645863]",1,0.4233885255311668,1.3923410441645863,Need attention
"[0.6425579111037059,1.3385405706719988]",1,0.6425579111037059,1.3385405706719988,Need attention
"[-2.3112963984886443,-1.6841779653118]",3,-2.3112963984886443,-1.6841779653118,Stars
"[-2.360539238190359,-0.07484271942152423]",3,-2.360539238190359,-0.07484271942152423,Stars
"[1.23330943057374,1.3859999253571023]",0,1.23330943057374,1.3859999253571023,Leaky bucket
"[1.0735003959708949,1.9634478583608057]",1,1.0735003959708949,1.9634478583608057,Need attention
"[-1.5667273631101506,1.3637648269080267]",1,-1.5667273631101506,1.3637648269080267,Need attention
"[0.7844440228532958,1.1234984912811512]",0,0.7844440228532958,1.1234984912811512,Leaky bucket
"[2.3111942537245445,0.5110400867122791]",0,2.3111942537245445,0.5110400867122791,Leaky bucket
"[-1.3980163039388063,1.2193573430355094]",1,-1.3980163039388063,1.2193573430355094,Need attention
"[1.710853614676945,0.2691587662496643]",0,1.710853614676945,0.2691587662496643,Leaky bucket
"[1.3919786492065418,1.7914643340227994]",1,1.3919786492065418,1.7914643340227994,Need attention
"[1.663664992072686,-1.486620438664479]",0,1.663664992072686,-1.486620438664479,Leaky bucket
"[1.4090825922276522,1.0302964418932745]",0,1.4090825922276522,1.0302964418932745,Leaky bucket
"[-0.3465826356470895,0.2559715088001565]",1,-0.3465826356470895,0.2559715088001565,Need attention
"[-1.7067342364509337,-0.8871671144872063]",3,-1.7067342364509337,-0.8871671144872063,Stars
"[0.6316080541266786,-0.30098658636623493]",1,0.6316080541266786,-0.30098658636623493,Need attention
"[1.4919573028294688,-1.6716381128616613]",0,1.4919573028294688,-1.6716381128616613,Leaky bucket
"[-0.8385556225844357,-1.1116515357237722]",3,-0.8385556225844357,-1.1116515357237722,Stars
"[1.3817822938696445,-0.8739272796667424]",0,1.3817822938696445,-0.8739272796667424,Leaky bucket
"[0.37051890094179674,-0.709584431954815]",0,0.37051890094179674,-0.709584431954815,Leaky bucket
"[1.5618996636548599,0.454670629895456]",0,1.5618996636548599,0.454670629895456,Leaky bucket
"[-0.42619940189461936,0.9104390777106586]",3,-0.42619940189461936,0.9104390777106586,Stars
"[-2.2921303596669693,0.796190678370692]",3,-2.2921303596669693,0.796190678370692,Stars
"[-2.254017791537003,-0.14994008233049239]",3,-2.254017791537003,-0.14994008233049239,Stars
"[0.7705994203639356,1.0269845583126094]",0,0.7705994203639356,1.0269845583126094,Leaky bucket
"[-0.6427107300481449,2.2847167316262467]",1,-0.6427107300481449,2.2847167316262467,Need attention
"[-1.4782465254275157,0.641850065739068]",3,-1.4782465254275157,0.641850065739068,Stars
"[-0.7432435261920746,-0.017519372497755675]",3,-0.7432435261920746,-0.017519372497755675,Stars
"[-2.2593824629507124,-1.3063565942077946]",3,-2.2593824629507124,-1.3063565942077946,Stars
"[0.9217691165199788,0.26132760434662433]",0,0.9217691165199788,0.26132760434662433,Leaky bucket
"[1.8912749745162758,-1.6598240376482958]",0,1.8912749745162758,-1.6598240376482958,Leaky bucket
"[1.8153337881056146,-0.08331521889712448]",0,1.8153337881056146,-0.08331521889712448,Leaky bucket
"[0.30243448032544573,0.0401712711352093]",1,0.30243448032544573,0.0401712711352093,Need attention
"[0.9457506462082607,1.6358489696577254]",1,0.9457506462082607,1.6358489696577254,Need attention
"[-2.2185855222336146,-0.930227331295826]",3,-2.2185855222336146,-0.930227331295826,Stars
"[0.2739140804036812,0.13164062635657897]",1,0.2739140804036812,0.13164062635657897,Need attention
"[-1.5711999149253004,1.6743833202234666]",1,-1.5711999149253004,1.6743833202234666,Need attention
"[0.46762039310473147,-1.116296842723298]",0,0.46762039310473147,-1.116296842723298,Leaky bucket
"[0.2849512607688904,-0.9451554040070188]",0,0.2849512607688904,-0.9451554040070188,Leaky bucket
"[-0.9611648339407703,-0.9717030855709098]",3,-0.9611648339407703,-0.9717030855709098,Stars
"[0.7800631990812935,0.7978310205431579]",0,0.7800631990812935,0.7978310205431579,Leaky bucket
"[1.006648663294737,1.0912363825154183]",0,1.006648663294737,1.0912363825154183,Leaky bucket
"[-2.5255157755249664,1.292051728478112]",3,-2.5255157755249664,1.292051728478112,Stars
"[0.3081202287770372,0.8508201117406816]",1,0.3081202287770372,0.8508201117406816,Need attention
"[-1.036953949864663,-1.5012542555214758]",3,-1.036953949864663,-1.5012542555214758,Stars
"[1.3151120365617581,0.5081726180020957]",0,1.3151120365617581,0.5081726180020957,Leaky bucket
"[-1.0799489734377639,0.5356850006497668]",3,-1.0799489734377639,0.5356850006497668,Stars
"[-0.7697577013240795,1.2454674752617712]",3,-0.7697577013240795,1.2454674752617712,Stars
"[1.2902510187436658,-1.2404340007838452]",0,1.2902510187436658,-1.2404340007838452,Leaky bucket
"[-1.3991596721988966,-1.1294752874257876]",3,-1.3991596721988966,-1.1294752874257876,Stars
"[0.9265350646533455,-0.7660539780618772]",0,0.9265350646533455,-0.7660539780618772,Leaky bucket
"[0.07377511875465154,-1.3854076597459044]",0,0.07377511875465154,-1.3854076597459044,Leaky bucket
"[-1.0134152323503998,-0.36401939220819435]",1,-1.0134152323503998,-0.36401939220819435,Need attention
"[-2.2843400625348975,-1.6995666251311439]",3,-2.2843400625348975,-1.6995666251311439,Stars
"[1.6995840417189836,0.3267104799439148]",0,1.6995840417189836,0.3267104799439148,Leaky bucket
"[0.5496884717595327,-0.3967522878861402]",0,0.5496884717595327,-0.3967522878861402,Leaky bucket
"[-2.2991757321715447,-0.6125756260172981]",3,-2.2991757321715447,-0.6125756260172981,Stars
"[1.100169697607613,-0.2522830779306309]",0,1.100169697607613,-0.2522830779306309,Leaky bucket
"[1.5950040820933735,1.8726566667879396]",1,1.5950040820933735,1.8726566667879396,Need attention
"[-1.055612849487237,-0.3817090368832332]",3,-1.055612849487237,-0.3817090368832332,Stars
"[1.7559095577835824,0.39645937947148]",0,1.7559095577835824,0.39645937947148,Leaky bucket
"[1.9080368511188552,0.11573672100897936]",0,1.9080368511188552,0.11573672100897936,Leaky bucket
"[-1.0662602367636065,0.9294424345721675]",1,-1.0662602367636065,0.9294424345721675,Need attention
"[2.2015357379348157,0.48277168255958086]",0,2.2015357379348157,0.48277168255958086,Leaky bucket
"[-2.3169158134645023,0.2679800337464663]",3,-2.3169158134645023,0.2679800337464663,Stars
"[-1.1979483544706722,-0.4568231851353047]",3,-1.1979483544706722,-0.4568231851353047,Stars
"[1.634546217882704,0.004175882547767351]",0,1.634546217882704,0.004175882547767351,Leaky bucket
"[-1.3209429629066514,-0.3610932928431373]",3,-1.3209429629066514,-0.3610932928431373,Stars
"[-1.244618867996162,-1.0462872898131077]",3,-1.244618867996162,-1.0462872898131077,Stars
"[1.3711171247784801,1.6519451262891904]",1,1.3711171247784801,1.6519451262891904,Need attention
"[-2.0754939372925487,-0.45948353208373244]",3,-2.0754939372925487,-0.45948353208373244,Stars
"[-2.0445555337396697,-0.22677385135814088]",3,-2.0445555337396697,-0.22677385135814088,Stars
"[-1.9620895101590106,-2.376037489832269]",3,-1.9620895101590106,-2.376037489832269,Stars
"[-1.588575159339686,-1.2464601404331093]",3,-1.588575159339686,-1.2464601404331093,Stars
"[1.4356823190440693,0.07831094493409288]",0,1.4356823190440693,0.07831094493409288,Leaky bucket
"[1.750318545562147,-0.1375307778715135]",0,1.750318545562147,-0.1375307778715135,Leaky bucket
"[-2.1174653706748296,-0.4942448054298557]",3,-2.1174653706748296,-0.4942448054298557,Stars
"[0.8762306603073511,-0.8480068394329433]",0,0.8762306603073511,-0.8480068394329433,Leaky bucket
"[-1.5627154454434038,-1.2927087288276342]",3,-1.5627154454434038,-1.2927087288276342,Stars
"[1.2867611911668668,-1.3287179492656107]",0,1.2867611911668668,-1.3287179492656107,Leaky bucket
"[-1.2212835283771484,-0.896185190824821]",3,-1.2212835283771484,-0.896185190824821,Stars
"[0.27475328567227575,-0.8910239721983734]",1,0.27475328567227575,-0.8910239721983734,Need attention
"[1.5667317246410661,0.012541855218448639]",0,1.5667317246410661,0.012541855218448639,Leaky bucket
"[0.845330588850189,1.2014376707126335]",1,0.845330588850189,1.2014376707126335,Need attention
"[1.8880783648964312,-1.6113682762256403]",0,1.8880783648964312,-1.6113682762256403,Leaky bucket
"[-0.8738450314482091,-0.14774063735497772]",3,-0.8738450314482091,-0.14774063735497772,Stars
"[0.8181681377654675,1.46537486199276]",0,0.8181681377654675,1.46537486199276,Leaky bucket
"[1.1855200719322365,-1.2769750699358793]",0,1.1855200719322365,-1.2769750699358793,Leaky bucket
"[0.19578459069497428,0.03041558729808532]",1,0.19578459069497428,0.03041558729808532,Need attention
"[0.8988899406104944,-0.3386916567950022]",0,0.8988899406104944,-0.3386916567950022,Leaky bucket
"[-1.8426721941479525,1.6681921277054996]",3,-1.8426721941479525,1.6681921277054996,Stars
"[0.8043698391309259,-1.1632255807184007]",0,0.8043698391309259,-1.1632255807184007,Leaky bucket
"[-1.0742486535218807,-0.12242072628757171]",3,-1.0742486535218807,-0.12242072628757171,Stars
"[1.6231400153011613,0.31017187803224505]",0,1.6231400153011613,0.31017187803224505,Leaky bucket
"[-2.193954642891705,-0.7781803306711309]",3,-2.193954642891705,-0.7781803306711309,Stars
"[1.6837136067962564,0.5610807981896501]",0,1.6837136067962564,0.5610807981896501,Leaky bucket
"[0.344706123633303,0.7890528089037379]",0,0.344706123633303,0.7890528089037379,Leaky bucket
"[1.2959358316682061,1.5339869216214281]",1,1.2959358316682061,1.5339869216214281,Need attention
"[0.9588803046739536,-0.39929184983086924]",0,0.9588803046739536,-0.39929184983086924,Leaky bucket
"[-0.7296620258000799,0.554103529258664]",1,-0.7296620258000799,0.554103529258664,Need attention
"[-1.034531043402008,-0.2782314529160033]",1,-1.034531043402008,-0.2782314529160033,Need attention
"[-0.6538382401089251,0.8570199511160507]",3,-0.6538382401089251,0.8570199511160507,Stars
"[-0.6134865962502991,-1.0911409887159678]",3,-0.6134865962502991,-1.0911409887159678,Stars
"[-0.775940847532445,-0.3225625159186625]",3,-0.775940847532445,-0.3225625159186625,Stars
"[1.6219306581759199,-1.1310166256718839]",0,1.6219306581759199,-1.1310166256718839,Leaky bucket
"[0.07377511875465154,-1.3854076597459044]",0,0.07377511875465154,-1.3854076597459044,Leaky bucket
"[0.1326031630799137,-0.44055188784579674]",1,0.1326031630799137,-0.44055188784579674,Need attention
"[-0.04190952991892996,0.900617975061776]",1,-0.04190952991892996,0.900617975061776,Need attention
"[1.1571663047470997,1.0610636041955148]",0,1.1571663047470997,1.0610636041955148,Leaky bucket
"[1.3910474069702976,-0.16963394340932542]",0,1.3910474069702976,-0.16963394340932542,Leaky bucket
"[-1.544126808257431,0.005360494130620924]",1,-1.544126808257431,0.005360494130620924,Need attention
"[-0.6175350308702977,-0.34013075976268703]",1,-0.6175350308702977,-0.34013075976268703,Need attention
"[-1.7769137144004694,1.3593768224756062]",3,-1.7769137144004694,1.3593768224756062,Stars
"[0.33274712841080184,0.6422525090476777]",1,0.33274712841080184,0.6422525090476777,Need attention
"[1.5631429343402428,-0.5866309215800851]",0,1.5631429343402428,-0.5866309215800851,Leaky bucket
"[1.049409130168951,0.7704325674499173]",0,1.049409130168951,0.7704325674499173,Leaky bucket
"[-2.3407906353257033,-1.6807742734322026]",3,-2.3407906353257033,-1.6807742734322026,Stars
"[1.8677510753482263,0.6876934828717265]",0,1.8677510753482263,0.6876934828717265,Leaky bucket
"[1.2194744804465425,-0.3324807992037142]",0,1.2194744804465425,-0.3324807992037142,Leaky bucket
"[-1.5138834238332342,-0.869720830795228]",3,-1.5138834238332342,-0.869720830795228,Stars
"[1.5162623461274864,-1.2375744460178213]",0,1.5162623461274864,-1.2375744460178213,Leaky bucket
"[1.1485752579932025,-1.3693264894786275]",0,1.1485752579932025,-1.3693264894786275,Leaky bucket
"[-0.586661674959042,-1.259725958022316]",3,-0.586661674959042,-1.259725958022316,Stars
"[-0.4939662520025486,1.184563841145526]",1,-0.4939662520025486,1.184563841145526,Need attention
"[1.0548912051548696,1.6803727743717736]",1,1.0548912051548696,1.6803727743717736,Need attention
"[-0.5804034947770005,0.9171146571541101]",1,-0.5804034947770005,0.9171146571541101,Need attention
